ÉLÉçíˆ,çƒê∂éûä‘
139881,109.2171028
139882,109.2612131
139883,109.3053234
139884,109.3494337
139885,109.393544
139886,109.4376543
139887,109.4817646
139888,109.5258749
139889,109.5699852
139890,109.6140955
139891,109.6582058
139892,109.7023161
139893,109.7464264
139894,109.7905367
139895,109.834647
139896,109.8787573
139897,109.9228676
139898,109.9669779
139899,110.0110882
139900,110.0551985
139901,110.0993088
139902,110.1434191
139903,110.1875294
139904,110.2316397
139905,110.27575
139906,110.3198603
139907,110.3639706
139908,110.4080809
139909,110.4521912
139910,110.4963015
139911,110.5404118
139912,110.5845221
139913,110.6286324
139914,110.6727427
139915,110.716853
139916,110.7609633
139917,110.8050736
139918,110.8491839
139919,110.8932942
139920,110.9374045
139921,110.9815148
139922,111.0256251
139923,111.0697354
139924,111.1138457
139925,111.157956
139926,111.2020663
139927,111.2461766
139928,111.2902869
139929,111.3343972
139930,111.3785075
139931,111.4226178
139932,111.4667281
139933,111.5108384
139934,111.5549487
139935,111.599059
139936,111.6431693
139937,111.6872796
139938,111.7313899
139939,111.7755002
139940,111.8196105
139941,111.8637208
139942,111.9078311
139943,111.9519414
139944,111.9960517
139945,112.040162
139946,112.0842723
139947,112.1283826
139948,112.1724929
139949,112.2166032
139950,112.2607135
139951,112.3048238
139952,112.3489341
139953,112.3930444
139954,112.4371547
139955,112.481265
139956,112.5253753
139957,112.5694856
139958,112.6135959
139959,112.6577062
139960,112.7018165
139961,112.7459268
139962,112.7900371
139963,112.8341474
139964,112.8782577
139965,112.922368
139966,112.9664783
139967,113.0105886
139968,113.0546989
139969,113.0988092
139970,113.1429195
139971,113.1870298
139972,113.2311401
139973,113.2752504
139974,113.3193607
139975,113.363471
139976,113.4075813
139977,113.4516916
139978,113.4958019
139979,113.5399122
139980,113.5840225
139981,113.6281328
139982,113.6722431
139983,113.7163534
139984,113.7604637
139985,113.804574
139986,113.8486843
139987,113.8927946
139988,113.9369049
139989,113.9810152
139990,114.0251255
139991,114.0692358
139992,114.1133461
139993,114.1574564
139994,114.2015667
139995,114.245677
139996,114.2897873
139997,114.3338976
139998,114.3780079
139999,114.4221182
140000,114.4662285
140001,114.5103388
140002,114.5544491
140003,114.5985594
140004,114.6426697
140005,114.68678
140006,114.7308903
140007,114.7750006
140008,114.8191109
140009,114.8632212
140010,114.9073315
140011,114.9514418
140012,114.9955521
140013,115.0396624
140014,115.0837727
140015,115.127883
140016,115.1719933
140017,115.2161036
140018,115.2602139
140019,115.3043242
140020,115.3484345
140021,115.3925448
140022,115.4366551
140023,115.4807654
140024,115.5248757
140025,115.568986
140026,115.6130963
140027,115.6572066
140028,115.7013169
140029,115.7454272
140030,115.7895375
140031,115.8336478
140032,115.8777581
140033,115.9218684
140034,115.9659787
140035,116.010089
140036,116.0541993
140037,116.0983096
140038,116.1424199
140039,116.1865302
140040,116.2306405
140041,116.2747508
140042,116.3188611
140043,116.3629714
140044,116.4070817
140045,116.451192
140046,116.4953023
140047,116.5394126
140048,116.5835229
140049,116.6276332
140050,116.6717435
140051,116.7158538
140052,116.7599641
140053,116.8040744
140054,116.8481847
140055,116.892295
140056,116.9364053
140057,116.9805156
140058,117.0246259
140059,117.0687362
140060,117.1128465
140061,117.1569568
140062,117.2010671
140063,117.2451774
140064,117.2892877
140065,117.333398
140066,117.3775083
140067,117.4216186
140068,117.4657289
140069,117.5098392
140070,117.5539495
140071,117.5980598
140072,117.6421701
140073,117.6862804
140074,117.7303907
140075,117.774501
140076,117.8186113
140077,117.8627216
140078,117.9068319
140079,117.9509422
140080,117.9950525
140081,118.0391628
140082,118.0832731
140083,118.1273834
140084,118.1714937
140085,118.215604
140086,118.2597143
140087,118.3038246
140088,118.3479349
140089,118.3920452
140090,118.4361555
140091,118.4802658
140092,118.5243761
140093,118.5684864
140094,118.6125967
140095,118.656707
140096,118.7008173
140097,118.7449276
140098,118.7890379
140099,118.8331482
140100,118.8772585
140101,118.9213688
140102,118.9654791
140103,119.0095894
140104,119.0536997
140105,119.09781
140106,119.1419203
140107,119.1860306
140108,119.2301409
140109,119.2742512
140110,119.3183615
140111,119.3624718
140112,119.4065821
140113,119.4506924
140114,119.4948027
140115,119.538913
140116,119.5830233
140117,119.6271336
140118,119.6712439
140119,119.7153542
140120,119.7594645
140121,119.8035748
140122,119.8476851
140123,119.8917954
140124,119.9359057
140125,119.980016
140126,120.0241263
140127,120.0682366
140128,120.1123469
140129,120.1564572
140130,120.2005675
140131,120.2446778
140132,120.2887881
140133,120.3328984
140134,120.3770087
140135,120.421119
140136,120.4652293
140137,120.5093396
140138,120.5534499
140139,120.5975602
140140,120.6416705
140141,120.6857808
140142,120.7298911
140143,120.7740014
140144,120.8181117
140145,120.862222
140146,120.9063323
140147,120.9504426
140148,120.9945529
140149,121.0386632
140150,121.0827735
140151,121.1268838
140152,121.1709941
140153,121.2151044
140154,121.2592147
140155,121.303325
140156,121.3474353
140157,121.3915456
140158,121.4356559
140159,121.4797662
140160,121.5238765
140161,121.5679868
140162,121.6120971
140163,121.6562074
140164,121.7003177
140165,121.744428
140166,121.7885383
140167,121.8326486
140168,121.8767589
140169,121.9208692
140170,121.9649795
140171,122.0090898
140172,122.0532001
140173,122.0973104
140174,122.1414207
140175,122.185531
140176,122.2296413
140177,122.2737516
140178,122.3178619
140179,122.3619722
140180,122.4060825
140181,122.4501928
140182,122.4943031
140183,122.5384134
140184,122.5825237
140185,122.626634
140186,122.6707443
140187,122.7148546
140188,122.7589649
140189,122.8030752
140190,122.8471855
140191,122.8912958
140192,122.9354061
140193,122.9795164
140194,123.0236267
140195,123.067737
140196,123.1118473
140197,123.1559576
140198,123.2000679
140199,123.2441782
140200,123.2882885
140201,123.3323988
140202,123.3765091
140203,123.4206194
140204,123.4647297
140205,123.50884
140206,123.5529503
140207,123.5970606
140208,123.6411709
140209,123.6852812
140210,123.7293915
140211,123.7735018
140212,123.8176121
140213,123.8617224
140214,123.9058327
140215,123.949943
140216,123.9940533
140217,124.0381636
140218,124.0822739
140219,124.1263842
140220,124.1704945
140221,124.2146048
140222,124.2587151
140223,124.3028254
140224,124.3469357
140225,124.391046
140226,124.4351563
140227,124.4792666
140228,124.5233769
140229,124.5674872
140230,124.6115975
140231,124.6557078
140232,124.6998181
140233,124.7439284
140234,124.7880387
140235,124.832149
140236,124.8762593
140237,124.9203696
140238,124.9644799
140239,125.0085902
140240,125.0527005
140241,125.0968108
140242,125.1409211
140243,125.1850314
140244,125.2291417
140245,125.273252
140246,125.3173623
140247,125.3614726
140248,125.4055829
140249,125.4496932
140250,125.4938035
140251,125.5379138
140252,125.5820241
140253,125.6261344
140254,125.6702447
140255,125.714355
140256,125.7584653
140257,125.8025756
140258,125.8466859
140259,125.8907962
140260,125.9349065
140261,125.9790168
140262,126.0231271
140263,126.0672374
140264,126.1113477
140265,126.155458
140266,126.1995683
140267,126.2436786
140268,126.2877889
140269,126.3318992
140270,126.3760095
140271,126.4201198
140272,126.4642301
140273,126.5083404
140274,126.5524507
140275,126.596561
140276,126.6406713
140277,126.6847816
140278,126.7288919
140279,126.7730022
140280,126.8171125
140281,126.8612228
140282,126.9053331
140283,126.9494434
140284,126.9935537
140285,127.037664
140286,127.0817743
140287,127.1258846
140288,127.1699949
140289,127.2141052
140290,127.2582155
140291,127.3023258
140292,127.3464361
140293,127.3905464
140294,127.4346567
140295,127.478767
140296,127.5228773
140297,127.5669876
140298,127.6110979
140299,127.6552082
140300,127.6993185
140301,127.7434288
140302,127.7875391
140303,127.8316494
140304,127.8757597
140305,127.91987
140306,127.9639803
140307,128.0080906
140308,128.0522009
140309,128.0963112
140310,128.1404215
140311,128.1845318
140312,128.2286421
140313,128.2727524
140314,128.3168627
140315,128.360973
140316,128.4050833
140317,128.4491936
140318,128.4933039
140319,128.5374142
140320,128.5815245
140321,128.6256348
140322,128.6697451
140323,128.7138554
140324,128.7579657
140325,128.802076
140326,128.8461863
140327,128.8902966
140328,128.9344069
140329,128.9785172
140330,129.0226275
140331,129.0667378
140332,129.1108481
140333,129.1549584
140334,129.1990687
140335,129.243179
140336,129.2872893
140337,129.3313996
140338,129.3755099
140339,129.4196202
140340,129.4637305
140341,129.5078408
140342,129.5519511
140343,129.5960614
140344,129.6401717
140345,129.684282
140346,129.7283923
140347,129.7725026
140348,129.8166129
140349,129.8607232
140350,129.9048335
140351,129.9489438
140352,129.9930541
140353,130.0371644
140354,130.0812747
140355,130.125385
140356,130.1694953
140357,130.2136056
140358,130.2577159
140359,130.3018262
140360,130.3459365
140361,130.3900468
140362,130.4341571
140363,130.4782674
140364,130.5223777
140365,130.566488
140366,130.6105983
140367,130.6547086
140368,130.6988189
140369,130.7429292
140370,130.7870395
140371,130.8311498
140372,130.8752601
140373,130.9193704
140374,130.9634807
140375,131.007591
140376,131.0517013
140377,131.0958116
140378,131.1399219
140379,131.1840322
140380,131.2281425
140381,131.2722528
140382,131.3163631
140383,131.3604734
140384,131.4045837
140385,131.448694
140386,131.4928043
140387,131.5369146
140388,131.5810249
140389,131.6251352
140390,131.6692455
140391,131.7133558
140392,131.7574661
140393,131.8015764
140394,131.8456867
140395,131.889797
140396,131.9339073
140397,131.9780176
140398,132.0221279
140399,132.0662382
140400,132.1103485
140401,132.1544588
140402,132.1985691
140403,132.2426794
140404,132.2867897
140405,132.3309
140406,132.3750103
140407,132.4191206
140408,132.4632309
140409,132.5073412
140410,132.5514515
140411,132.5955618
140412,132.6396721
140413,132.6837824
140414,132.7278927
140415,132.772003
140416,132.8161133
140417,132.8602236
140418,132.9043339
140419,132.9484442
140420,132.9925545
140421,133.0366648
140422,133.0807751
140423,133.1248854
140424,133.1689957
140425,133.213106
140426,133.2572163
140427,133.3013266
140428,133.3454369
140429,133.3895472
140430,133.4336575
140431,133.4777678
140432,133.5218781
140433,133.5659884
140434,133.6100987
140435,133.654209
140436,133.6983193
140437,133.7424296
140438,133.7865399
140439,133.8306502
140440,133.8747605
140441,133.9188708
140442,133.9629811
140443,134.0070914
140444,134.0512017
140445,134.095312
140446,134.1394223
140447,134.1835326
140448,134.2276429
140449,134.2717532
140450,134.3158635
140451,134.3599738
140452,134.4040841
140453,134.4481944
140454,134.4923047
140455,134.536415
140456,134.5805253
140457,134.6246356
140458,134.6687459
140459,134.7128562
140460,134.7569665
140461,134.8010768
140462,134.8451871
140463,134.8892974
140464,134.9334077
140465,134.977518
140466,135.0216283
140467,135.0657386
140468,135.1098489
140469,135.1539592
140470,135.1980695
140471,135.2421798
140472,135.2862901
140473,135.3304004
140474,135.3745107
140475,135.418621
140476,135.4627313
140477,135.5068416
140478,135.5509519
140479,135.5950622
140480,135.6391725
140481,135.6832828
140482,135.7273931
140483,135.7715034
140484,135.8156137
140485,135.859724
140486,135.9038343
140487,135.9479446
140488,135.9920549
140489,136.0361652
140490,136.0802755
140491,136.1243858
140492,136.1684961
140493,136.2126064
140494,136.2567167
140495,136.300827
140496,136.3449373
140497,136.3890476
140498,136.4331579
140499,136.4772682
140500,136.5213785
140501,136.5654888
140502,136.6095991
140503,136.6537094
140504,136.6978197
140505,136.74193
140506,136.7860403
140507,136.8301506
140508,136.8742609
140509,136.9183712
140510,136.9624815
140511,137.0065918
140512,137.0507021
140513,137.0948124
140514,137.1389227
140515,137.183033
140516,137.2271433
140517,137.2712536
140518,137.3153639
140519,137.3594742
140520,137.4035845
140521,137.4476948
140522,137.4918051
140523,137.5359154
140524,137.5800257
140525,137.624136
140526,137.6682463
140527,137.7123566
140528,137.7564669
140529,137.8005772
140530,137.8446875
140531,137.8887978
140532,137.9329081
140533,137.9770184
140534,138.0211287
140535,138.065239
140536,138.1093493
140537,138.1534596
140538,138.1975699
140539,138.2416802
140540,138.2857905
140541,138.3299008
140542,138.3740111
140543,138.4181214
140544,138.4622317
140545,138.506342
140546,138.5504523
140547,138.5945626
140548,138.6386729
140549,138.6827832
140550,138.7268935
140551,138.7710038
140552,138.8151141
140553,138.8592244
140554,138.9033347
140555,138.947445
140556,138.9915553
140557,139.0356656
140558,139.0797759
140559,139.1238862
140560,139.1679965
140561,139.2121068
140562,139.2562171
140563,139.3003274
140564,139.3444377
140565,139.388548
140566,139.4326583
140567,139.4767686
140568,139.5208789
140569,139.5649892
140570,139.6090995
140571,139.6532098
140572,139.6973201
140573,139.7414304
140574,139.7855407
140575,139.829651
140576,139.8737613
140577,139.9178716
140578,139.9619819
140579,140.0060922
140580,140.0502025
140581,140.0943128
140582,140.1384231
140583,140.1825334
140584,140.2266437
140585,140.270754
140586,140.3148643
140587,140.3589746
140588,140.4030849
140589,140.4471952
140590,140.4913055
140591,140.5354158
140592,140.5795261
140593,140.6236364
140594,140.6677467
140595,140.711857
140596,140.7559673
140597,140.8000776
140598,140.8441879
140599,140.8882982
140600,140.9324085
140601,140.9765188
140602,141.0206291
140603,141.0647394
140604,141.1088497
140605,141.15296
140606,141.1970703
140607,141.2411806
140608,141.2852909
140609,141.3294012
140610,141.3735115
140611,141.4176218
140612,141.4617321
140613,141.5058424
140614,141.5499527
140615,141.594063
140616,141.6381733
140617,141.6822836
140618,141.7263939
140619,141.7705042
140620,141.8146145
140621,141.8587248
140622,141.9028351
140623,141.9469454
140624,141.9910557
140625,142.035166
140626,142.0792763
140627,142.1233866
140628,142.1674969
140629,142.2116072
140630,142.2557175
140631,142.2998278
140632,142.3439381
140633,142.3880484
140634,142.4321587
140635,142.476269
140636,142.5203793
140637,142.5644896
140638,142.6085999
140639,142.6527102
140640,142.6968205
140641,142.7409308
140642,142.7850411
140643,142.8291514
140644,142.8732617
140645,142.917372
140646,142.9614823
140647,143.0055926
140648,143.0497029
140649,143.0938132
140650,143.1379235
140651,143.1820338
140652,143.2261441
140653,143.2702544
140654,143.3143647
140655,143.358475
140656,143.4025853
140657,143.4466956
140658,143.4908059
140659,143.5349162
140660,143.5790265
140661,143.6231368
140662,143.6672471
140663,143.7113574
140664,143.7554677
140665,143.799578
140666,143.8436883
140667,143.8877986
140668,143.9319089
140669,143.9760192
140670,144.0201295
140671,144.0642398
140672,144.1083501
140673,144.1524604
140674,144.1965707
140675,144.240681
140676,144.2847913
140677,144.3289016
140678,144.3730119
140679,144.4171222
140680,144.4612325
140681,144.5053428
140682,144.5494531
140683,144.5935634
140684,144.6376737
140685,144.681784
140686,144.7258943
140687,144.7700046
140688,144.8141149
140689,144.8582252
140690,144.9023355
140691,144.9464458
140692,144.9905561
140693,145.0346664
140694,145.0787767
140695,145.122887
140696,145.1669973
140697,145.2111076
140698,145.2552179
140699,145.2993282
140700,145.3434385
140701,145.3875488
140702,145.4316591
140703,145.4757694
140704,145.5198797
140705,145.56399
140706,145.6081003
140707,145.6522106
140708,145.6963209
140709,145.7404312
140710,145.7845415
140711,145.8286518
140712,145.8727621
140713,145.9168724
140714,145.9609827
140715,146.005093
140716,146.0492033
140717,146.0933136
140718,146.1374239
140719,146.1815342
140720,146.2256445
140721,146.2697548
140722,146.3138651
140723,146.3579754
140724,146.4020857
140725,146.446196
140726,146.4903063
140727,146.5344166
140728,146.5785269
140729,146.6226372
140730,146.6667475
140731,146.7108578
140732,146.7549681
140733,146.7990784
140734,146.8431887
140735,146.887299
140736,146.9314093
140737,146.9755196
140738,147.0196299
140739,147.0637402
140740,147.1078505
140741,147.1519608
140742,147.1960711
140743,147.2401814
140744,147.2842917
140745,147.328402
140746,147.3725123
140747,147.4166226
140748,147.4607329
140749,147.5048432
140750,147.5489535
140751,147.5930638
140752,147.6371741
140753,147.6812844
140754,147.7253947
140755,147.769505
140756,147.8136153
140757,147.8577256
140758,147.9018359
140759,147.9459462
140760,147.9900565
140761,148.0341668
140762,148.0782771
140763,148.1223874
140764,148.1664977
140765,148.210608
140766,148.2547183
140767,148.2988286
140768,148.3429389
140769,148.3870492
140770,148.4311595
140771,148.4752698
140772,148.5193801
140773,148.5634904
140774,148.6076007
140775,148.651711
140776,148.6958213
140777,148.7399316
140778,148.7840419
140779,148.8281522
140780,148.8722625
140781,148.9163728
140782,148.9604831
140783,149.0045934
140784,149.0487037
140785,149.092814
140786,149.1369243
140787,149.1810346
140788,149.2251449
140789,149.2692552
140790,149.3133655
140791,149.3574758
140792,149.4015861
140793,149.4456964
140794,149.4898067
140795,149.533917
140796,149.5780273
140797,149.6221376
140798,149.6662479
140799,149.7103582
140800,149.7544685
140801,149.7985788
140802,149.8426891
140803,149.8867994
140804,149.9309097
140805,149.97502
140806,150.0191303
140807,150.0632406
140808,150.1073509
140809,150.1514612
140810,150.1955715
140811,150.2396818
140812,150.2837921
140813,150.3279024
140814,150.3720127
140815,150.416123
140816,150.4602333
140817,150.5043436
140818,150.5484539
140819,150.5925642
140820,150.6366745
140821,150.6807848
140822,150.7248951
140823,150.7690054
140824,150.8131157
140825,150.857226
140826,150.9013363
140827,150.9454466
140828,150.9895569
140829,151.0336672
140830,151.0777775
140831,151.1218878
140832,151.1659981
140833,151.2101084
140834,151.2542187
140835,151.298329
140836,151.3424393
140837,151.3865496
140838,151.4306599
140839,151.4747702
140840,151.5188805
140841,151.5629908
140842,151.6071011
140843,151.6512114
140844,151.6953217
140845,151.739432
140846,151.7835423
140847,151.8276526
140848,151.8717629
140849,151.9158732
140850,151.9599835
140851,152.0040938
140852,152.0482041
140853,152.0923144
140854,152.1364247
140855,152.180535
140856,152.2246453
140857,152.2687556
140858,152.3128659
140859,152.3569762
140860,152.4010865
140861,152.4451968
140862,152.4893071
140863,152.5334174
140864,152.5775277
140865,152.621638
140866,152.6657483
140867,152.7098586
140868,152.7539689
140869,152.7980792
140870,152.8421895
140871,152.8862998
140872,152.9304101
140873,152.9745204
140874,153.0186307
140875,153.062741
140876,153.1068513
140877,153.1509616
140878,153.1950719
140879,153.2391822
140880,153.2832925
140881,153.3274028
140882,153.3715131
140883,153.4156234
140884,153.4597337
140885,153.503844
140886,153.5479543
140887,153.5920646
140888,153.6361749
140889,153.6802852
140890,153.7243955
140891,153.7685058
140892,153.8126161
140893,153.8567264
140894,153.9008367
140895,153.944947
140896,153.9890573
140897,154.0331676
140898,154.0772779
140899,154.1213882
140900,154.1654985
140901,154.2096088
140902,154.2537191
140903,154.2978294
140904,154.3419397
140905,154.38605
140906,154.4301603
140907,154.4742706
140908,154.5183809
140909,154.5624912
140910,154.6066015
140911,154.6507118
140912,154.6948221
140913,154.7389324
140914,154.7830427
140915,154.827153
140916,154.8712633
140917,154.9153736
140918,154.9594839
140919,155.0035942
140920,155.0477045
140921,155.0918148
140922,155.1359251
140923,155.1800354
140924,155.2241457
140925,155.268256
140926,155.3123663
140927,155.3564766
140928,155.4005869
140929,155.4446972
140930,155.4888075
140931,155.5329178
140932,155.5770281
140933,155.6211384
140934,155.6652487
140935,155.709359
140936,155.7534693
140937,155.7975796
140938,155.8416899
140939,155.8858002
140940,155.9299105
140941,155.9740208
140942,156.0181311
140943,156.0622414
140944,156.1063517
140945,156.150462
140946,156.1945723
140947,156.2386826
140948,156.2827929
140949,156.3269032
140950,156.3710135
140951,156.4151238
140952,156.4592341
140953,156.5033444
140954,156.5474547
140955,156.591565
140956,156.6356753
140957,156.6797856
140958,156.7238959
140959,156.7680062
140960,156.8121165
140961,156.8562268
140962,156.9003371
140963,156.9444474
140964,156.9885577
140965,157.032668
140966,157.0767783
140967,157.1208886
140968,157.1649989
140969,157.2091092
140970,157.2532195
140971,157.2973298
140972,157.3414401
140973,157.3855504
140974,157.4296607
140975,157.473771
140976,157.5178813
140977,157.5619916
140978,157.6061019
140979,157.6502122
140980,157.6943225
140981,157.7384328
140982,157.7825431
140983,157.8266534
140984,157.8707637
140985,157.914874
140986,157.9589843
140987,158.0030946
140988,158.0472049
140989,158.0913152
140990,158.1354255
140991,158.1795358
140992,158.2236461
140993,158.2677564
140994,158.3118667
140995,158.355977
140996,158.4000873
140997,158.4441976
140998,158.4883079
140999,158.5324182
141000,158.5765285
141001,158.6206388
141002,158.6647491
141003,158.7088594
141004,158.7529697
141005,158.79708
141006,158.8411903
141007,158.8853006
141008,158.9294109
141009,158.9735212
141010,159.0176315
141011,159.0617418
141012,159.1058521
141013,159.1499624
141014,159.1940727
141015,159.238183
141016,159.2822933
141017,159.3264036
141018,159.3705139
141019,159.4146242
141020,159.4587345
141021,159.5028448
141022,159.5469551
141023,159.5910654
141024,159.6351757
141025,159.679286
141026,159.7233963
141027,159.7675066
141028,159.8116169
141029,159.8557272
141030,159.8998375
141031,159.9439478
141032,159.9880581
141033,160.0321684
141034,160.0762787
141035,160.120389
141036,160.1644993
141037,160.2086096
141038,160.2527199
141039,160.2968302
141040,160.3409405
141041,160.3850508
141042,160.4291611
141043,160.4732714
141044,160.5173817
141045,160.561492
141046,160.6056023
141047,160.6497126
141048,160.6938229
141049,160.7379332
141050,160.7820435
141051,160.8261538
141052,160.8702641
141053,160.9143744
141054,160.9584847
141055,161.002595
141056,161.0467053
141057,161.0908156
141058,161.1349259
141059,161.1790362
141060,161.2231465
141061,161.2672568
141062,161.3113671
141063,161.3554774
141064,161.3995877
141065,161.443698
141066,161.4878083
141067,161.5319186
141068,161.5760289
141069,161.6201392
141070,161.6642495
141071,161.7083598
141072,161.7524701
141073,161.7965804
141074,161.8406907
141075,161.884801
141076,161.9289113
141077,161.9730216
141078,162.0171319
141079,162.0612422
141080,162.1053525
141081,162.1494628
141082,162.1935731
141083,162.2376834
141084,162.2817937
141085,162.325904
141086,162.3700143
141087,162.4141246
141088,162.4582349
141089,162.5023452
141090,162.5464555
141091,162.5905658
141092,162.6346761
141093,162.6787864
141094,162.7228967
141095,162.767007
141096,162.8111173
141097,162.8552276
141098,162.8993379
141099,162.9434482
141100,162.9875585
141101,163.0316688
141102,163.0757791
141103,163.1198894
141104,163.1639997
141105,163.20811
141106,163.2522203
141107,163.2963306
141108,163.3404409
141109,163.3845512
141110,163.4286615
141111,163.4727718
141112,163.5168821
141113,163.5609924
141114,163.6051027
141115,163.649213
141116,163.6933233
141117,163.7374336
141118,163.7815439
141119,163.8256542
141120,163.8697645
141121,163.9138748
141122,163.9579851
141123,164.0020954
141124,164.0462057
141125,164.090316
141126,164.1344263
141127,164.1785366
141128,164.2226469
141129,164.2667572
141130,164.3108675
141131,164.3549778
141132,164.3990881
141133,164.4431984
141134,164.4873087
141135,164.531419
141136,164.5755293
141137,164.6196396
141138,164.6637499
141139,164.7078602
141140,164.7519705
141141,164.7960808
141142,164.8401911
141143,164.8843014
141144,164.9284117
141145,164.972522
141146,165.0166323
141147,165.0607426
141148,165.1048529
141149,165.1489632
141150,165.1930735
141151,165.2371838
141152,165.2812941
141153,165.3254044
141154,165.3695147
141155,165.413625
141156,165.4577353
141157,165.5018456
141158,165.5459559
141159,165.5900662
141160,165.6341765
141161,165.6782868
141162,165.7223971
141163,165.7665074
141164,165.8106177
141165,165.854728
141166,165.8988383
141167,165.9429486
141168,165.9870589
141169,166.0311692
141170,166.0752795
141171,166.1193898
141172,166.1635001
141173,166.2076104
141174,166.2517207
141175,166.295831
141176,166.3399413
141177,166.3840516
141178,166.4281619
141179,166.4722722
141180,166.5163825
141181,166.5604928
141182,166.6046031
141183,166.6487134
141184,166.6928237
141185,166.736934
141186,166.7810443
141187,166.8251546
141188,166.8692649
141189,166.9133752
141190,166.9574855
141191,167.0015958
141192,167.0457061
141193,167.0898164
141194,167.1339267
141195,167.178037
141196,167.2221473
141197,167.2662576
141198,167.3103679
141199,167.3544782
141200,167.3985885
141201,167.4426988
141202,167.4868091
141203,167.5309194
141204,167.5750297
141205,167.61914
141206,167.6632503
141207,167.7073606
141208,167.7514709
141209,167.7955812
141210,167.8396915
141211,167.8838018
141212,167.9279121
141213,167.9720224
141214,168.0161327
141215,168.060243
141216,168.1043533
141217,168.1484636
141218,168.1925739
141219,168.2366842
141220,168.2807945
141221,168.3249048
141222,168.3690151
141223,168.4131254
141224,168.4572357
141225,168.501346
141226,168.5454563
141227,168.5895666
141228,168.6336769
141229,168.6777872
141230,168.7218975
141231,168.7660078
141232,168.8101181
141233,168.8542284
141234,168.8983387
141235,168.942449
141236,168.9865593
141237,169.0306696
141238,169.0747799
141239,169.1188902
141240,169.1630005
141241,169.2071108
141242,169.2512211
141243,169.2953314
141244,169.3394417
141245,169.383552
141246,169.4276623
141247,169.4717726
141248,169.5158829
141249,169.5599932
141250,169.6041035
141251,169.6482138
141252,169.6923241
141253,169.7364344
141254,169.7805447
141255,169.824655
141256,169.8687653
141257,169.9128756
141258,169.9569859
141259,170.0010962
141260,170.0452065
141261,170.0893168
141262,170.1334271
141263,170.1775374
141264,170.2216477
141265,170.265758
141266,170.3098683
141267,170.3539786
141268,170.3980889
141269,170.4421992
141270,170.4863095
141271,170.5304198
141272,170.5745301
141273,170.6186404
141274,170.6627507
141275,170.706861
141276,170.7509713
141277,170.7950816
141278,170.8391919
141279,170.8833022
141280,170.9274125
141281,170.9715228
141282,171.0156331
141283,171.0597434
141284,171.1038537
141285,171.147964
141286,171.1920743
141287,171.2361846
141288,171.2802949
141289,171.3244052
141290,171.3685155
141291,171.4126258
141292,171.4567361
141293,171.5008464
141294,171.5449567
141295,171.589067
141296,171.6331773
141297,171.6772876
141298,171.7213979
141299,171.7655082
141300,171.8096185
141301,171.8537288
141302,171.8978391
141303,171.9419494
141304,171.9860597
141305,172.03017
141306,172.0742803
141307,172.1183906
141308,172.1625009
141309,172.2066112
141310,172.2507215
141311,172.2948318
141312,172.3389421
141313,172.3830524
141314,172.4271627
141315,172.471273
141316,172.5153833
141317,172.5594936
141318,172.6036039
141319,172.6477142
141320,172.6918245
141321,172.7359348
141322,172.7800451
141323,172.8241554
141324,172.8682657
141325,172.912376
141326,172.9564863
141327,173.0005966
141328,173.0447069
141329,173.0888172
141330,173.1329275
141331,173.1770378
141332,173.2211481
141333,173.2652584
141334,173.3093687
141335,173.353479
141336,173.3975893
141337,173.4416996
141338,173.4858099
141339,173.5299202
141340,173.5740305
141341,173.6181408
141342,173.6622511
141343,173.7063614
141344,173.7504717
141345,173.794582
141346,173.8386923
141347,173.8828026
141348,173.9269129
141349,173.9710232
141350,174.0151335
141351,174.0592438
141352,174.1033541
141353,174.1474644
141354,174.1915747
141355,174.235685
141356,174.2797953
141357,174.3239056
141358,174.3680159
141359,174.4121262
141360,174.4562365
141361,174.5003468
141362,174.5444571
141363,174.5885674
141364,174.6326777
141365,174.676788
141366,174.7208983
141367,174.7650086
141368,174.8091189
141369,174.8532292
141370,174.8973395
141371,174.9414498
141372,174.9855601
141373,175.0296704
141374,175.0737807
141375,175.117891
141376,175.1620013
141377,175.2061116
141378,175.2502219
141379,175.2943322
141380,175.3384425
141381,175.3825528
141382,175.4266631
141383,175.4707734
141384,175.5148837
141385,175.558994
141386,175.6031043
141387,175.6472146
141388,175.6913249
141389,175.7354352
141390,175.7795455
141391,175.8236558
141392,175.8677661
141393,175.9118764
141394,175.9559867
141395,230
141396,230.0469474
141397,230.0938948
141398,230.1408422
141399,230.1877896
141400,230.234737
141401,230.2816844
141402,230.3286318
141403,230.3755792
141404,230.4225266
141405,230.469474
141406,230.5164214
141407,230.5633688
141408,230.6103162
141409,230.6572636
141410,230.704211
141411,230.7511584
141412,230.7981058
141413,230.8450532
141414,230.8920006
141415,230.938948
141416,230.9858954
141417,231.0328428
141418,231.0797902
141419,231.1267376
141420,231.173685
141421,231.2206324
141422,231.2675798
141423,231.3145272
141424,231.3614746
141425,231.408422
141426,231.4553694
141427,231.5023168
141428,231.5492642
141429,231.5962116
141430,231.643159
141431,231.6901064
141432,231.7370538
141433,231.7840012
141434,231.8309486
141435,231.877896
141436,231.9248434
141437,231.9717908
141438,232.0187382
141439,232.0656856
141440,232.112633
141441,232.1595804
141442,232.2065278
141443,232.2534752
141444,232.3004226
141445,232.34737
141446,232.3943174
141447,232.4412648
141448,232.4882122
141449,232.5351596
141450,232.582107
141451,232.6290544
